,Harapan_Lama_Sekolah,Pengeluaran_Perkapita,Rerata_Lama_Sekolah,Usia_Harapan_Hidup,ipm,IPM
2208,12.823569033127765,18488,10.948023378274174,73.00103286402175,3,3
2209,14.99596151708293,14092,11.360502804364172,73.33789829514774,3,3
2210,15.319883142414065,14899,10.623299313642766,77.25614599545602,3,3
2211,16.62638821661367,19238,11.392561388732716,74.52434844817893,3,3
2212,14.692570699133553,15036,11.205329929289912,73.8408739199283,3,3
2213,14.970930709511327,14054,11.525133947615986,73.1474053309897,3,3
2214,14.347031875748923,17731,10.421381547338298,74.59457632543405,3,3
2215,14.230227238038884,17740,11.29039507037395,74.42418832655477,3,3
2216,12.86989133747333,20877,10.761870448062888,73.68593522403145,3,3
2217,14.178992386468826,15251,10.960078628674774,73.79990805876585,3,3
2218,16.554296722885844,14322,11.72365124092237,73.54003853010045,3,3
2219,13.985604168653015,17404,10.518895879019329,75.14483334922411,3,3
2220,13.983918191671718,19813,11.187427341702023,74.49754575015152,3,3
2221,14.290691387990542,15261,11.318347384964538,73.87245870252482,3,3
2222,14.757465481791428,14892,11.328870813730003,73.66146938491549,3,3
2223,13.916673916167996,15277,11.208489197611927,74.39509786826795,3,3
2224,15.10274939887421,15634,9.61891855719946,73.71068541560804,3,3
2225,15.625853569441658,16626,10.291026337381588,73.31344508854062,3,3
2226,14.641686728121105,16008,11.116142511816372,73.01745641898808,3,3
2227,15.40911495160226,15856,10.625984223757063,77.50509917535932,3,3
2228,14.55024958293011,14531,10.54368433513505,76.89033040967419,3,3
2229,16.986849337810714,19202,11.430397220157555,74.5706924253686,3,3
2230,12.816598307619136,18636,10.943786596681164,73.0503180234342,3,3
2231,15.487071603228344,14891,11.550086772120359,72.1455215671311,3,3
2232,15.689558249617352,14048,11.699140866725873,70.98335655486481,3,3
2233,14.531657026620616,16025,11.022638885087535,73.4165335884149,3,3
2234,15.74069106869308,14748,11.123429838665698,73.8415207992848,3,3
2235,13.115931749163867,18063,11.151859093546136,72.97722016924399,3,3
2236,16.269333255425327,14882,11.696533161935717,71.07933325542533,3,3
2237,16.73037133302622,15930,10.910371333026218,74.8140846632884,3,3
2238,15.100839079204611,15804,11.147140352792961,75.41666121363082,3,3
2239,14.79604351080086,17794,10.48208702160172,74.1602175540043,3,3
2240,14.902135734792669,16099,10.638146868565457,72.84127171511157,3,3
2241,15.314552835113044,14075,11.655019568560387,72.30199340143139,3,3
2242,14.462240583522698,15792,10.908094306677855,75.94027182411345,3,3
2243,14.97379634676802,14091,11.419715473634,73.27931891645834,3,3
2244,15.348410404298486,15933,10.43628251343277,77.25469291773126,3,3
2245,17.06138967165122,18653,11.44049520311527,74.45544723426798,3,3
2246,13.612706835021205,17394,10.816854218759142,74.56395051597688,3,3
2247,14.267460442686419,17931,10.634713556109716,73.71537622082727,3,3
2248,15.712888838622177,14913,11.65248676650264,70.83344971271003,3,3
2249,14.972534648278636,14928,11.342844388190617,72.82545994075195,3,3
2250,15.468338601283234,14099,11.650567150800127,71.74070420381939,3,3
2251,13.968523163190067,17733,11.658026985042525,74.53634721577569,3,3
2252,15.1343648151624,18686,11.166337830737486,73.97217716477974,3,3
2253,14.691658641340926,15015,10.850443405491816,75.13075099393593,3,3
2254,15.837628904513823,13831,11.711089429837712,70.8963093146871,3,3
2255,13.29893301121358,17362,11.314955210269476,74.21934082004502,3,3
2256,13.595983608075565,17635,11.513530244000057,74.0790361806039,3,3
2257,13.191501524109848,17408,11.330340037127932,73.9800853158205,3,3
2258,14.922068960522967,15646,10.300887440607154,73.33424948335272,3,3
2259,12.792950556122763,20864,10.456060566332528,73.56212917092074,3,3
2260,14.208453003387415,16979,10.952872081297961,74.43215406097346,3,3
2261,15.957187280614322,13917,11.76214907725352,70.3723622851768,3,3
2262,16.221904459091522,14266,11.666032111931079,71.61190286932201,3,3
2263,16.032315314101155,18659,11.294616473443021,74.19615574728147,3,3
2264,14.770478225095735,14890,11.35470942357336,73.30402097452837,3,3
2265,13.281895237697835,17594,11.006976216351546,73.40863866131673,3,3
2266,15.774205257211856,14416,11.400485607692644,73.71482464166654,3,3
2267,13.10799626802842,20215,10.610410601507569,73.78341769394625,3,3
2268,14.569414764579625,15040,10.561179743177771,77.13176652398765,3,3
2269,15.013295220532497,16923,11.11994481508614,73.06013994657205,3,3
2270,14.137782778203906,19670,11.173865759296707,74.38860633335658,3,3
2271,14.942763433022588,16165,10.857024055604565,74.60996458143786,3,3
2272,15.20631553463718,13463,11.43792499094878,73.54903953234184,3,3
2273,12.953701118993726,18585,11.072633494971491,73.10195725474915,3,3
2274,12.793698600917827,20724,10.485067821110034,73.56958880734263,3,3
2275,15.243437701428574,14591,10.80259575169399,74.02745896355972,3,3
2276,15.158900885608633,17075,10.819470070962037,73.01817467499347,3,3
2277,14.308506018510785,17107,10.697267939071992,73.96174862007139,3,3
2278,14.263351137846156,16886,10.771271184970242,74.17873066285907,3,3
2279,15.97795713716712,16104,10.893297689442514,74.78854247110161,3,3
2280,16.03,14112,11.868432529700277,70.38248674586741,3,3
2281,16.53334413116225,18606,11.365190100439783,74.31323815236648,3,3
2282,15.522733481276605,16594,10.469686699042764,72.77021085989325,3,3
2283,15.759612698915857,16560,10.281082828486587,73.57943723006098,3,3
2284,14.187277597187176,16629,10.627537655087046,73.99600552936343,3,3
2285,14.170830177050897,14547,10.667830193269383,74.70256595756143,3,3
2286,14.405292888411797,16058,11.261736433471302,72.82058577682359,3,3
2287,13.652261259140992,17308,10.559026903693265,74.42064826592575,3,3
2288,15.049054064825361,16991,11.120519521195055,72.93105703742934,3,3
2289,13.255494693435292,17346,11.358462854047048,74.15170489419998,3,3
2290,16.735472507559557,15999,10.915472507559556,74.87019758315512,3,3
2291,14.655883555795262,15337,10.817538743002657,75.71886569101606,3,3
2292,14.95898088443807,14068,11.528980884438068,73.2369426533142,3,3
2293,15.210922702616989,15685,10.534469445995231,76.60203183298977,3,3
2294,14.271795720759105,14541,10.627975373384563,75.39869681154961,3,3
2295,15.51472121463794,16593,10.287407633013101,73.0846923254609,3,3
2296,14.90648837706012,14915,11.026765804501995,76.03342168565138,3,3
2297,17.17717929076512,18903,11.445529534381091,74.51082487819201,3,3
2298,14.829570313496415,15362,10.99752474736136,76.17439805120124,3,3
2299,15.466303188496997,14418,11.039476580144907,73.9543184255064,3,3
2300,15.535798137369868,16595,10.766907625164471,72.25742310823273,3,3
2301,15.121917859052152,19693,11.30569055592446,74.63871424222303,3,3
2302,15.019009373891892,14890,11.449787722976835,72.76859141787118,3,3
2303,14.752323485917072,14892,11.39792224094669,73.02468738177596,3,3
2304,15.389527695286606,15537,9.646856741978613,74.11993504625006,3,3
2305,15.82608840013032,13506,11.801220569215733,70.7614993533349,3,3
2306,13.343575886285986,16236,10.921792763801356,73.95051809049662,3,3
2307,14.833372702554117,14998,11.447726943052697,72.10311431626509,3,3
2308,15.664889602060985,14354,11.848647510298967,72.52368023782876,3,3
2309,16.082686568657095,16083,10.963024151869718,74.91282930802171,3,3
2310,14.976235129014702,14054,11.526435031645114,73.131542114173,3,3
2311,13.965824626113415,17671,10.918623231369525,74.80210817510365,3,3
2312,16.02957601156341,14100,11.799576011563408,70.19703208094386,3,3
2313,12.794081883436403,20859,10.477555785291665,73.57061412577303,3,3
2314,16.271409713504116,14884,11.701101369709056,71.08140971350412,3,3
2315,13.616965158069377,17523,10.647296538455684,74.44442251845537,3,3
2316,15.026467660513452,16029,11.081101331062838,73.37489177935187,3,3
2317,15.765362160281645,15182,10.818661365037231,74.80338825473532,3,3
2318,14.395964744494178,16056,11.201576933930118,72.7738589779767,3,3
2319,16.823696114587417,19089,11.38706153304654,74.44100696091611,3,3
2320,15.993950413625914,14030,11.776063309002582,70.08799734793006,3,3
2321,14.04881949188012,17217,10.835086104814744,73.99899170150961,3,3
2322,14.953376556780958,14076,11.523376556780956,73.22344139195239,3,3
2323,16.34770750539408,14286,11.51402009764882,72.398171908713,3,3
2324,12.79025928198764,20385,10.508241024845486,73.53720389689494,3,3
2325,12.794760393954993,20545,10.576805252733243,73.56808315163994,3,3
2326,14.791141898161788,17842,10.472283796323579,74.13570949080894,3,3
2327,14.365074260340068,17039,10.845808143894324,74.32941114918731,3,3
2328,12.705490354582324,18364,10.85897683951744,73.13609651157745,3,3
2329,16.170780870567285,14257,11.72780644806453,71.29238044104554,3,3
2330,13.735145740976114,19820,11.000844731634475,74.19023794925648,3,3
2331,15.478222949849831,13669,11.552833104790219,72.34264625599006,3,3
2332,14.662955870542438,14545,10.594670512864436,76.07186808296562,3,3
2333,15.561264822069628,16974,11.201264822069627,72.01138339862665,3,3
2334,13.529565085604593,20143,10.872327281562598,74.06204594277972,3,3
2335,14.409111917077913,16092,11.359343004934951,72.82644766831164,3,3
2336,12.983215332028276,18526,11.074536865231105,72.81907373046221,3,3
2337,13.445205403314118,17934,11.353987475301736,73.5868654497004,3,3
2338,16.406568101769906,14370,12.03678737194169,73.61306478071316,3,3
2339,13.935238014071645,16788,11.133658281017022,73.97153808888896,3,3
2340,14.817730459029123,14573,10.713886522951457,74.12571987827185,3,3
2341,15.994135881823436,19348,11.336999819917816,74.48986195719037,3,3
2342,16.02264798078099,13983,11.792647980780991,70.14853586546694,3,3
2343,14.526650892288485,16994,11.039256805467097,73.88299170738543,3,3
2344,14.625361344229317,15264,10.949361869892506,75.71846743641564,3,3
2345,13.893422748880056,20016,11.16215647648599,74.58182643067974,3,3
2346,14.595754968051478,14515,10.524456953557209,76.54276158068771,3,3
2347,16.02634906842869,14153,11.840160247284423,70.25476397356967,3,3
2348,15.727648445586643,14112,10.152406297275759,74.02417698961122,3,3
2349,16.31332773606945,14386,11.965485915817812,73.54450568828635,3,3
2350,13.272209548040884,20365,10.930119340389346,73.9625851180754,3,3
2351,15.68183340931652,13293,11.768391821271122,71.36453645707945,3,3
2352,16.03,14110,11.837360000317252,70.29962666751267,3,3
2353,16.019237931120042,14737,11.145490643431724,74.66224484842185,3,3
2354,13.634952874007531,20235,11.094600672291008,74.38212147904022,3,3
2355,16.01564876314117,13978,11.785648763141168,70.09083886827051,3,3
2356,12.786961790728336,20357,10.467022384104212,73.50917522119087,3,3
2357,14.97135347716615,13441,11.33135347716615,74.37894868032609,3,3
2358,15.417956345770472,15813,10.610952298491334,77.51934518655709,3,3
2359,14.297649757776465,15610,10.994631942755763,72.68738861975163,3,3
2360,16.03,14111,11.858488368602716,70.35596898294057,3,3
2361,12.787729259478493,20743,10.395458518956985,73.51956333530644,3,3
2362,16.96369075153948,18626,11.431961393525736,74.414883982244,3,3
2363,13.031056175832807,18392,11.131056175832809,72.89965916485963,3,3
2364,15.692002705784148,13973,11.707234327627775,71.07414174409796,3,3
2365,15.122360403386129,14892,10.947266901342378,75.19770269717009,3,3
2366,13.2701897582492,20161,10.84118692531532,73.92283408158423,3,3
2367,16.178604246221692,18655,11.315514892317385,74.23264505007798,3,3
2368,14.554557199828231,14829,11.173711931999595,73.13632840051531,3,3
2369,14.998939576421943,16653,10.323729914508867,73.43406614637509,3,3
2370,15.633465394140908,13774,11.61915026545825,71.67043140012773,3,3
2371,15.096675724838343,13324,11.411217650226002,73.97874741111181,3,3
2372,15.332751209220017,14884,10.694402512911262,76.2458051927178,3,3
2373,12.92720626094057,18515,11.027275376013378,72.85167332982095,3,3
2374,15.142195504887932,15163,11.52393082410388,70.37170526221486,3,3
2375,14.973513893778629,15644,10.129152148709577,73.43260009104738,3,3
2376,14.906089814189516,15257,10.817770399598663,76.2272877882185,3,3
2377,14.889303777320727,15735,11.391966282334645,73.97729016292158,3,3
2378,15.186831043931535,15691,10.750005158441667,76.22955004955581,3,3
2379,16.51059001800956,14477,11.594114972985661,73.64490292642185,3,3
2380,13.262821654885364,23465,11.465997912832458,74.10738598586244,3,3
2381,14.278107292084648,16716,10.488344824101192,73.85743294244709,3,3
2382,13.98680941909112,17383,10.546616639095738,75.15447535272895,3,3
2383,13.930055014491376,17552,10.78331676088042,74.8721260036169,3,3
2384,13.834060113168034,17318,10.750989504938852,74.93881297503323,3,3
2385,15.746392154264033,13290,11.807797808446878,71.07611816796329,3,3
2386,12.951041666251575,18148,11.050520833125788,72.67624999750946,3,3
2387,13.979529652730307,17508,10.389529652730307,75.09482618003337,3,3
2388,16.174535373283565,16509,10.86580781471872,73.33873811622269,3,3
2389,14.608500573589264,15591,10.585477877497892,73.03277841509919,3,3
2390,15.218891082703182,16113,11.019563492768519,74.90340608453859,3,3
2391,13.427558998996393,17397,11.157279168060565,74.40177595706488,3,3
2392,16.248102321597347,14270,11.634376361403206,71.7756395099834,3,3
2393,13.546435775461044,17629,11.483345932177418,74.01468094973676,3,3
2394,13.239193999449597,16768,10.811820641572641,74.47907615056415,3,3
2395,14.42688765351996,15671,11.784132592111975,72.28892814478384,3,3
2396,15.358673657602914,15050,11.358616542258405,71.83812335659879,3,3
2397,15.88084680018941,14840,11.554505451685733,71.40996365542844,3,3
2398,13.507014511484163,17625,11.459330679409893,73.96347861836449,3,3
2399,12.78785010495527,20364,10.478126311940887,73.51672589211981,3,3
2400,14.3081582832179,16633,10.58207088595103,73.91143533273559,3,3
2401,15.31051800734607,14082,11.6184484691434,72.24413575482986,3,3
2402,15.649318692331143,16629,10.752316446074119,72.52434514634848,3,3
2403,14.389763749886761,16885,10.813716295582417,73.97665502755328,3,3
2404,15.51645349883466,15242,10.551279006992045,77.21894609355635,3,3
2405,13.57772173071484,17303,10.966313746199534,74.54234294350562,3,3
2406,15.831388794547252,16113,10.888161871507046,74.76325844434238,3,3
2407,15.517589567843302,14892,11.556626335966422,72.10489700384495,3,3
2408,13.983015946174692,19786,11.181111623222845,74.47047838524077,3,3
2409,16.20509726034514,16954,11.707617516337159,71.77439221496127,3,3
2410,14.804357004035303,14899,11.164750485876443,75.06151626333973,3,3
2411,15.480232542942677,14081,11.657467696318472,71.73222226457644,3,3
2412,13.95324576869294,16231,10.544580238701876,73.75410051150402,3,3
2413,15.629530770156912,14355,11.87060720590255,72.48869360415526,3,3
2414,12.794752699898778,20681,10.509312097671893,73.57802159919022,3,3
2415,16.004219044543014,14030,11.778582029793569,70.05728832905534,3,3
2416,16.028639331521912,14125,11.814967353258988,70.22041002717134,3,3
2417,14.793941947790781,14898,11.201203182732268,74.75055244118188,3,3
2418,14.636932883356602,15625,10.396931248010784,73.12593702378807,3,3
2419,16.678592006099194,16439,10.684864408066955,74.6613482553201,3,3
2420,14.750178794903032,17753,10.55998693096955,74.20135194504157,3,3
2421,15.719061570475086,13762,11.659786256455567,71.39452013175372,3,3
2422,15.412264689801177,15731,10.474352555228226,77.43397034701765,3,3
2423,15.300700552061343,15947,10.439784844753508,77.03508575548864,3,3
2424,13.837226715228772,17644,11.514339617573425,74.44859688823128,3,3
2425,16.277191273569112,15931,10.747119163154357,75.595085633596,3,3
2426,14.6655349603113,15021,10.79319363642689,75.49759417435197,3,3
2427,14.825894495186434,14602,10.296968009181603,74.03570624344795,3,3
2428,14.518088911796008,15688,11.812530995357685,72.47,3,3
2429,12.791808148914905,20801,10.441587425042824,73.55446519131925,3,3
2430,16.35688237896078,16073,10.94507678974075,74.91582053504321,3,3
2431,14.978460146029043,14929,11.371202127424706,72.53765005001792,3,3
2432,16.026809061495804,14147,11.835100323546165,70.24786407756295,3,3
2433,15.618530088630164,14087,11.693322615570784,71.34678188261408,3,3
2434,16.401786778352143,15930,10.791937690054727,75.37906033393621,3,3
2435,15.226684883122424,17060,10.883777966039222,72.84610760438154,3,3
2436,15.475239493121464,15987,11.027968936544136,73.70538177599582,3,3
2437,10.617565824438453,5397,5.341351964314178,64.91872718496097,4,4
2438,9.089600388899726,5998,5.2062041761138715,59.18996649842228,4,4
2439,10.52354584172826,6291,5.9629893142318835,65.00318553465942,4,4
2440,11.66928608264273,5004,5.0946430413213655,63.5578840329193,4,4
2441,9.809913834470994,4632,3.0099138344709933,65.23823360665536,4,4
2442,5.748436818893066,5390,2.4250794191504927,65.19817690167326,4,4
2443,5.949684655192773,5398,2.579525433054919,64.89396505610395,4,4
2444,9.703994291825616,5257,4.440971996198124,66.28613085551348,4,4
2445,5.59717585058364,5412,2.2656163515650327,65.85962008506631,4,4
2446,9.705667560935868,5019,4.582192795395498,66.54618316479767,4,4
2447,11.351717420084045,4855,4.988955148390591,59.42140866441537,4,4
2448,9.952231926615644,5886,5.382646010141048,59.519685762084734,4,4
2449,11.41695175098732,8150,6.665230086355774,59.85956958384212,4,4
2450,12.922471208434661,5355,6.223822478734013,60.3569907285596,4,4
2451,12.89769086570713,5253,6.5997651794758685,62.56665311657258,4,4
2452,13.310621935963471,5254,6.810281212571746,63.02353674179274,4,4
2453,8.49208272615494,5267,4.3249127159061285,65.64541068495501,4,4
2454,13.30719927315398,5242,6.892048392272965,65.52039077241382,4,4
2455,6.5889548693642,5458,3.5088143475980424,64.65106269585658,4,4
2456,12.288888768256312,7661,5.479444384128156,59.695055453017865,4,4
2457,8.79083782794959,4389,3.237014862722411,65.40227436239408,4,4
2458,11.555764994104875,7693,5.341664625090472,59.08492043975591,4,4
2459,13.195508695726325,5261,6.702144532348973,61.41543965847987,4,4
2460,11.51960890384316,7877,5.976212601622065,59.45528949257041,4,4
2461,8.006129416345244,5505,3.8902002248646554,66.27108002359888,4,4
2462,12.221967136831545,7574,5.460574598776383,59.604936941596534,4,4
2463,9.569553068907862,4647,3.01,65.36267700565925,4,4
2464,8.349652100155636,4569,3.182868053190523,65.95025032225584,4,4
2465,11.058276794709363,7934,6.7534248805693915,59.54141626856464,4,4
2466,8.907207824684257,4397,3.424785507671438,65.98693798104593,4,4
2467,11.124211105996181,4889,4.50439797249232,61.81992684035213,4,4
2468,8.611507666702988,5978,4.781928197541626,57.22066660502571,4,4
2469,6.184777943652425,5409,2.760124309851854,64.54895920001594,4,4
2470,12.603804801442243,5229,6.598457656254154,66.68863724282201,4,4
2471,7.850438095518553,5028,4.090889669729149,65.47053735461944,4,4
2472,8.592173406340065,5148,3.8302962318135676,65.56015082387432,4,4
2473,12.155707156299181,7725,5.412853578149591,59.58185108285431,4,4
2474,11.588899715976739,5404,5.684869184758517,65.55721904876543,4,4
2475,9.805736050926805,4631,3.01052569235149,65.24221958992851,4,4
2476,5.0005858834615085,4079,1.7045534488553535,58.26489454741511,4,4
2477,8.346435011671765,4576,3.1169177392712077,65.49020666906257,4,4
2478,8.669223808804354,5475,4.636246229769025,65.70766072218694,4,4
2479,8.762207303912328,4586,3.139179921435466,65.78542633494975,4,4
2480,9.632191002262669,6145,5.6172307084386475,61.478476898375845,4,4
2481,11.63054372131271,5001,5.075271860656356,60.72969165582791,4,4
2482,6.594243543462184,5386,2.7961229781268258,65.76547438265015,4,4
2483,6.030432380652633,5409,2.6420953499108375,64.80680708173324,4,4
2484,9.069020927439729,4473,3.236288851514314,63.66670120134606,4,4
2485,8.747201387667614,4370,3.308356737642782,66.08355581253105,4,4
2486,7.263272167592062,5284,3.5906327408957317,65.17992135833265,4,4
2487,6.335945954344625,5412,2.661335212539125,65.85819663592612,4,4
2488,10.048768577169364,5765,5.6468125099546596,66.80553094867606,4,4
2489,12.775064709926413,5356,6.148405200427467,60.447191507443286,4,4
2490,10.599052554566747,4854,4.596818374683064,61.228022318400924,4,4
2491,9.176037629509697,5385,4.30704250812124,62.64950313659363,4,4
2492,13.246212536511534,5258,6.749775413086591,62.12375694944899,4,4
2493,11.6347070781612,5002,5.077353539080601,61.033616705767756,4,4
2494,11.86311565933388,4886,5.224188426395635,59.96417909531824,4,4
2495,12.856816001504095,5391,6.630341242500898,65.18558841335225,4,4
2496,8.898617248698136,4852,2.6093052832981622,65.30354708662912,4,4
2497,12.203663701499705,7576,5.452289885941972,59.587404177226034,4,4
2498,10.501014344489285,6373,4.821393454123784,66.55034834506908,4,4
2499,10.531697844355111,5272,5.310482113287456,62.6338038511794,4,4
2500,10.454583755400437,4973,3.7444991064169804,63.2577437690592,4,4
2501,12.555953745146597,5266,6.244678282150918,61.16766291877466,4,4
2502,11.699678546230242,5007,5.109839273115121,65.7765338748076,4,4
2503,5.448563245042392,5491,2.437324495341043,65.11757650203083,4,4
2504,9.342239088521385,4954,3.161256684725421,65.15941737112553,4,4
2505,8.87997192716781,4882,4.49815707870336,63.839941133157005,4,4
2506,12.017165771391735,7826,6.147310479271004,59.91292859399853,4,4
2507,11.62,5009,5.0708412211320555,60.56736165734387,4,4
2508,11.497117787264868,4991,5.027626823194782,62.89646115260159,4,4
2509,10.689984829243521,6486,4.847678526242425,65.99108470319386,4,4
2510,8.790918605401872,5873,4.953573009169887,58.080928857845336,4,4
2511,11.699057929546838,5007,5.1095289647734194,65.73122885691916,4,4
2512,10.063126261668849,6270,4.763543737857175,64.52386689096285,4,4
2513,11.39559666062505,4983,4.992619538146569,65.32246600644278,4,4
2514,6.852428877348603,5449,3.0053290820219165,64.95784925996664,4,4
2515,8.923371897568996,5870,5.041721367371701,58.57659030658223,4,4
2516,10.9102254693956,5487,5.497963537005701,66.94254257423621,4,4
2517,11.482643513921873,8119,6.717767006150606,59.92640394502718,4,4
2518,11.006230538223912,5271,5.169187313412222,62.56777714579406,4,4
2519,3.774254006477302,3975,1.3132063918400674,55.371079388601416,4,4
2520,7.047388355352523,5442,2.6304070089374556,65.18655172454815,4,4
2521,11.242902010935763,5317,5.431283644577771,65.33505578696337,4,4
2522,10.541495181586196,6316,6.301495181586196,64.87611749362038,4,4
2523,9.739816017014057,4750,2.9921354886377,64.90047112504409,4,4
2524,9.483828955431063,5731,5.258707829656437,66.43606387427495,4,4
2525,12.227697109681415,7574,5.463168165434746,59.61042565243167,4,4
2526,11.149191296212068,6228,6.388626912172624,64.95003490282122,4,4
2527,10.947556628593357,5971,5.797475323108501,61.368512645240685,4,4
2528,8.347945031685725,4573,3.1478731495573635,65.70613953105868,4,4
2529,10.727915750101953,5006,4.905396105597305,61.685085312510886,4,4
2530,8.839815631189909,4385,3.3872503524951076,66.1007065983685,4,4
2531,8.747367506575975,4831,3.5731673268303865,65.71358685883392,4,4
2532,9.461682015501061,4654,3.01,65.41771325739741,4,4
2533,8.005137014575535,5096,3.787642006346384,65.66892625999027,4,4
2534,11.464432802084662,4842,5.162928890174154,58.9288914517605,4,4
2535,5.610358516235668,5385,2.319112349669234,65.40689991731817,4,4
2536,11.779253742839714,7749,5.244008533054751,59.21771856324539,4,4
2537,11.240677248977141,7822,6.181565937011544,59.3357250670799,4,4
2538,5.74389508779631,5574,2.4610504039651246,64.14701295378443,4,4
2539,11.653068154471189,5097,5.102129847067551,67.21660634525206,4,4
2540,11.93503141938104,5268,5.813764974105967,61.728641923473596,4,4
2541,9.243932367566563,4817,2.7567836153148866,65.12009842973026,4,4
2542,12.040529466876253,5399,6.021644817972378,65.42484481143282,4,4
2543,9.795001424609099,4728,2.9950014246091006,64.93252920448656,4,4
2544,10.785182611994347,7180,5.796657403179652,62.94373687447286,4,4
2545,7.06678267753727,5372,3.0555493013056574,64.54632137555163,4,4
2546,8.799448118819491,4588,3.1345885880907476,65.76604070527205,4,4
2547,11.51160075914598,8103,6.686863055365215,59.9256739304417,4,4
2548,7.611022964723526,4877,4.261022964723526,65.94227557668232,4,4
2549,8.251511201205945,5279,4.13947100672102,64.37679398009512,4,4
2550,12.206755269582478,5326,6.126436804141319,65.2639802768833,4,4
2551,10.525524888729825,6364,5.55616657287861,65.8491483603593,4,4
2552,8.38183431416001,4862,4.5172781047200035,64.37892768521323,4,4
2553,4.617716696815133,4047,1.6756422698597193,56.63580400118804,4,4
2554,9.720624392153342,5417,4.382447839889293,65.21949031115625,4,4
2555,9.850099320810308,5758,5.492461780014162,66.68021649466496,4,4
2556,11.258254313009893,8121,6.836174198486852,59.817247328289504,4,4
2557,9.003448394735043,4597,3.109437869142255,65.65984878082286,4,4
2558,9.752079037881932,5354,4.7717099076783995,65.43320415973976,4,4
2559,11.62,5059,5.0758116975962855,64.15604566451775,4,4
2560,11.120631361794594,5271,5.248580234688051,62.46442048187592,4,4
2561,13.044311022289293,5260,6.630162041206317,61.40084406667539,4,4
2562,9.030654323507466,5987,5.161851554095424,58.970206409969585,4,4
2563,9.353656497370505,5538,4.73901492364541,65.99220592541832,4,4
2564,12.338358225137164,5267,6.238309393587391,61.25278040756464,4,4
2565,9.947339930063059,5414,4.59576204346345,65.8512382660307,4,4
2566,10.20164906936247,5837,5.8924215060914,63.3601083640951,4,4
2567,8.201322698826345,4854,3.8992931537159294,65.87086773011737,4,4
2568,11.37219340021093,8122,6.641963415172575,59.80390918250719,4,4
2569,11.377755517793812,4990,5.017199984192759,60.841034618347805,4,4
2570,8.40300119751793,5473,4.492042315322212,65.57223845637631,4,4
2571,11.003588932226839,4974,4.5497190826711575,66.51025379043384,4,4
2572,10.5672609358028,6522,4.938152339506997,66.08431468985628,4,4
2573,6.006276518723669,5611,2.5641519492766864,64.24066255676615,4,4
2574,10.573663857769887,5482,5.233338758399224,66.80675065404228,4,4
2575,9.070399657177358,5541,4.560252222669858,65.83021323172572,4,4
2576,10.520562828297953,6266,6.282899215466907,64.52481675792636,4,4
2577,11.650641796525862,5003,5.085320898262932,62.196851146387964,4,4
2578,11.149104714818373,5827,6.515639087737548,66.87917945096822,4,4
2579,5.659501770943958,5387,2.356826940491875,65.33261360206146,4,4
2580,7.813001738734044,5434,3.0008891451504955,65.37918707639457,4,4
2581,10.524842627454749,6365,5.535152925606284,65.86975265086657,4,4
2582,7.543915061184512,5282,3.041820127502636,65.48356531105617,4,4
2583,11.4373199104722,4982,5.019959268668093,65.63916794001366,4,4
2584,10.678144101519928,5786,6.135788878873175,67.20252166403566,4,4
2585,11.369325190945432,4999,4.732796565002247,66.86731727111078,4,4
2586,6.641787141833797,5622,2.9348283913320232,64.60341804869213,4,4
2587,11.566006516306908,4810,5.57866883876897,57.980039662673406,4,4
2588,6.831994026479503,5450,3.044626872154801,64.93387760798558,4,4
2589,7.610523480926711,5413,3.3440568934443657,65.85574080254156,4,4
2590,7.821956991447267,5364,3.6116621304094823,65.56895443154782,4,4
2591,9.296591325887983,4859,3.022231136182988,64.256908488501,4,4
2592,12.53888575325101,5392,6.454909760893228,65.12932231229328,4,4
2593,8.984488416998746,4466,3.1838203967578425,63.62006257489586,4,4
2594,10.51041036450334,6372,5.090639226702885,66.30560699199913,4,4
2595,7.702232360795826,4892,4.155146537400871,66.00174795358261,4,4
2596,6.4277123122102084,5570,2.892458684839979,64.4202428495024,4,4
2597,9.605046436460027,4869,3.230113578045575,64.15082427361058,4,4
2598,8.905405350467948,4453,3.1539668789567825,63.78596382046506,4,4
2599,9.171611236224708,4473,3.344663261750089,64.0960529773021,4,4
2600,9.782128884169888,4848,4.207950649660205,63.11810033072133,4,4
2601,9.79294079127889,4742,2.9929407912788895,64.89028622121724,4,4
2602,9.410132148507914,5336,4.126641345734122,63.94306736181842,4,4
2603,10.51511284194701,6369,5.235475531967892,66.16359217320031,4,4
2604,9.74759769781755,5331,4.5043004223052225,65.50192813533175,4,4
2605,5.060908485237926,5502,2.0730224319103403,65.27637483737242,4,4
2606,11.68844969089961,5038,5.107379876359844,67.2347597527197,4,4
2607,9.914753382107346,5410,4.577704218476827,65.83571593692919,4,4
2608,5.226678836467254,5537,2.1118248198912295,65.08726277016315,4,4
2609,11.518175585623998,7781,5.607922935163351,59.23214562297268,4,4
2610,12.372757006878764,7560,5.528826855745124,59.74937776448387,4,4
2611,9.214967653914474,4653,3.02949053844886,65.54522319227176,4,4
2612,9.809032402248292,4638,3.0090324022482906,65.22016424608996,4,4
2613,11.463878910157112,4989,5.021491888521966,67.01701332502086,4,4
2614,11.327797455772929,5105,4.95314560205711,67.0400227333044,4,4
2615,11.699856905069904,5099,5.111942762027962,67.22791414304194,4,4
2616,9.006916410329461,4859,2.7476798105933855,64.92932656558061,4,4
